dia,franja,tipo,uso_armas,barrio
Miércoles,11,Robo (con violencia),,Nueva Pompeya
Martes,10,Hurto (sin violencia),,Nueva Pompeya
Miércoles,14,Hurto (sin violencia),,Liniers
Miércoles,9,Hurto (sin violencia),,Palermo
Martes,9,Robo (con violencia),,Monserrat
Miércoles,9,Robo (con violencia),Arma de fuego,Boedo
Lunes,13,Robo (con violencia),,Villa Santa Rita
Miércoles,12,Robo (con violencia),Arma de fuego,Villa Soldati
Miércoles,11,Hurto (sin violencia),,Vélez Sársfield
Martes,13,Hurto (sin violencia),,Palermo
Lunes,8,Robo (con violencia),,Flores
Martes,13,Robo (con violencia),Arma de fuego,Nueva Pompeya
Sábado,2,Robo (con violencia),Arma cortante,Constitución
Miércoles,13,Hurto (sin violencia),,Floresta
Miércoles,12,Hurto (sin violencia),,Balvanera
Lunes,0,Hurto (sin violencia),,Flores
Martes,12,Robo (con violencia),,Nueva Pompeya
Martes,7,Hurto (sin violencia),,Flores
Viernes,12,Hurto (sin violencia),,Nueva Pompeya
Miércoles,10,Hurto (sin violencia),,Mataderos
Miércoles,12,Robo (con violencia),,Liniers
Miércoles,14,Robo (con violencia),,Palermo
Miércoles,10,Robo (con violencia),Arma de fuego,Flores
Miércoles,14,Hurto (sin violencia),,Balvanera
Miércoles,8,Hurto (sin violencia),,Flores
Miércoles,9,Hurto (sin violencia),,Flores
Miércoles,10,Hurto (sin violencia),,Boca
Viernes,21,Hurto (sin violencia),,Villa Lugano
Miércoles,13,Hurto (sin violencia),,Balvanera
Sábado,23,Hurto (sin violencia),,Villa Crespo
Martes,13,Hurto (sin violencia),,Almagro
Martes,15,Robo (con violencia),,Belgrano
Miércoles,16,Robo (con violencia),,Puerto Madero
Miércoles,16,Robo (con violencia),,Caballito
Miércoles,8,Robo (con violencia),,Palermo
Miércoles,16,Robo (con violencia),Arma de fuego,Villa Lugano
Martes,21,Hurto (sin violencia),,Monte Castro
Miércoles,15,Hurto (sin violencia),,Belgrano
Miércoles,11,Hurto (sin violencia),,Nueva Pompeya
Miércoles,3,Hurto (sin violencia),,Parque Avellaneda
Miércoles,12,Hurto (sin violencia),,Flores
Miércoles,18,Robo (con violencia),,Belgrano
Miércoles,16,Robo (con violencia),,Monserrat
Lunes,7,Hurto (sin violencia),,Belgrano
Miércoles,10,Hurto (sin violencia),,Palermo
Miércoles,17,Robo (con violencia),,Palermo
Sábado,18,Robo (con violencia),,Retiro
Domingo,1,Robo (con violencia),Arma de fuego,Villa Lugano
Martes,19,Hurto (sin violencia),,Villa Urquiza
Martes,21,Robo (con violencia),,Parque Patricios
Miércoles,18,Robo (con violencia),,Caballito
Miércoles,14,Hurto (sin violencia),,Recoleta
Miércoles,17,Hurto (sin violencia),,Caballito
Miércoles,7,Robo (con violencia),,Floresta
Miércoles,17,Hurto (sin violencia),,San Cristóbal
Miércoles,5,Robo (con violencia),,Villa Lugano
Miércoles,19,Hurto (sin violencia),,Boedo
Miércoles,16,Robo (con violencia),,Nuñez
Sábado,15,Hurto (sin violencia),,Chacarita
Miércoles,20,Hurto (sin violencia),,Coghlan
Miércoles,19,Robo (con violencia),,Villa Del Parque
Miércoles,20,Hurto (sin violencia),,Recoleta
Miércoles,18,Robo (con violencia),,Caballito
Miércoles,21,Robo (con violencia),,Saavedra
Miércoles,21,Robo (con violencia),Arma de fuego,Villa Luro
Miércoles,21,Robo (con violencia),Arma cortante,Colegiales
Lunes,23,Robo (con violencia),,Villa Lugano
Miércoles,21,Robo (con violencia),,Villa Lugano
Martes,20,Robo (con violencia),Arma cortante,Belgrano
Miércoles,21,Robo (con violencia),Arma de fuego,Villa Crespo
Miércoles,21,Robo (con violencia),Arma de fuego,Caballito
Miércoles,21,Robo (con violencia),,Flores
Domingo,0,Hurto (sin violencia),,San Cristóbal
Miércoles,19,Hurto (sin violencia),,Villa Del Parque
Miércoles,20,Robo (con violencia),,Constitución
Miércoles,21,Robo (con violencia),,Palermo
Lunes,22,Hurto (sin violencia),,Palermo
Miércoles,13,Robo (con violencia),,Parque Patricios
Miércoles,21,Hurto (sin violencia),,Villa Santa Rita
Miércoles,23,Hurto (sin violencia),,Recoleta
Jueves,1,Robo (con violencia),,Palermo
Jueves,1,Hurto (sin violencia),,Parque Patricios
Jueves,1,Robo (con violencia),,Recoleta
Jueves,0,Robo (con violencia),,Palermo
Jueves,2,Robo (con violencia),Arma cortante,Constitución
Jueves,2,Robo (con violencia),,San Cristóbal
Jueves,5,Hurto (sin violencia),,Vélez Sársfield
Jueves,6,Hurto (sin violencia),,Mataderos
Miércoles,6,Hurto (sin violencia),,Flores
Jueves,5,Robo (con violencia),Arma de fuego,Mataderos
Miércoles,15,Robo (con violencia),Arma cortante,Nueva Pompeya
Miércoles,16,Robo (con violencia),,Barracas
Jueves,8,Hurto (sin violencia),,Belgrano
Miércoles,14,Hurto (sin violencia),,Nueva Pompeya
Jueves,8,Hurto (sin violencia),,Boedo
Jueves,6,Robo (con violencia),Arma de fuego,Nueva Pompeya
Jueves,6,Robo (con violencia),Arma de fuego,Parque Patricios
Jueves,4,Robo (con violencia),Arma de fuego,Almagro
Jueves,8,Robo (con violencia),Arma cortante,Parque Chacabuco
Miércoles,4,Robo (con violencia),,Recoleta
Jueves,9,Hurto (sin violencia),,Almagro
Sábado,0,Hurto (sin violencia),,Boca
Jueves,10,Hurto (sin violencia),,Nuñez
Jueves,9,Robo (con violencia),,Almagro
Jueves,SD,Hurto (sin violencia),,Flores
Miércoles,5,Hurto (sin violencia),,Parque Avellaneda
Lunes,9,Hurto (sin violencia),,Villa Lugano
Miércoles,12,Robo (con violencia),,Liniers
Domingo,20,Robo (con violencia),,Almagro
Lunes,15,Hurto (sin violencia),,Recoleta
Miércoles,8,Robo (con violencia),Arma cortante,Balvanera
Lunes,10,Hurto (sin violencia),,Parque Patricios
Jueves,11,Robo (con violencia),Arma cortante,Constitución
Martes,19,Hurto (sin violencia),,Parque Chacabuco
Jueves,7,Hurto (sin violencia),,Almagro
Jueves,10,Hurto (sin violencia),,Balvanera
Jueves,12,Robo (con violencia),,Palermo
Jueves,11,Robo (con violencia),,Villa Riachuelo
Jueves,8,Robo (con violencia),,Nueva Pompeya
Jueves,12,Robo (con violencia),,Palermo
Jueves,9,Robo (con violencia),,Barracas
Jueves,6,Robo (con violencia),,Boedo
Jueves,0,Robo (con violencia),Arma de fuego,Barracas
Jueves,12,Robo (con violencia),,San Nicolás
Jueves,13,Hurto (sin violencia),,Colegiales
Jueves,11,Hurto (sin violencia),,Villa Crespo
Martes,10,Robo (con violencia),,Flores
Martes,20,Robo (con violencia),Arma de fuego,Villa Crespo
Jueves,13,Robo (con violencia),,Constitución
Miércoles,16,Hurto (sin violencia),,Villa Urquiza
Jueves,11,Robo (con violencia),,San Cristóbal
Miércoles,12,Robo (con violencia),,Parque Avellaneda
Martes,23,Robo (con violencia),Arma de fuego,Boca
Jueves,13,Robo (con violencia),,Belgrano
Jueves,13,Robo (con violencia),,Retiro
Miércoles,9,Robo (con violencia),,Belgrano
Jueves,14,Robo (con violencia),Arma de fuego,Caballito
Martes,15,Robo (con violencia),,Colegiales
Jueves,8,Robo (con violencia),,Villa Crespo
Miércoles,21,Hurto (sin violencia),,Villa Del Parque
Miércoles,14,Hurto (sin violencia),,Parque Patricios
Jueves,15,Robo (con violencia),,San Cristóbal
Miércoles,21,Hurto (sin violencia),,Flores
Jueves,14,Hurto (sin violencia),,Parque Patricios
Jueves,14,Hurto (sin violencia),,Recoleta
Jueves,14,Robo (con violencia),,Belgrano
Jueves,8,Robo (con violencia),,Barracas
Miércoles,21,Robo (con violencia),,Flores
Martes,20,Hurto (sin violencia),,Villa Gral. Mitre
Miércoles,11,Hurto (sin violencia),,Caballito
Jueves,13,Hurto (sin violencia),,Balvanera
Sábado,15,Hurto (sin violencia),,Floresta
Jueves,15,Hurto (sin violencia),,Balvanera
Miércoles,18,Robo (con violencia),,Flores
Miércoles,17,Hurto (sin violencia),,Belgrano
Miércoles,17,Hurto (sin violencia),,Villa Urquiza
Martes,23,Robo (con violencia),,Vélez Sársfield
Jueves,16,Robo (con violencia),,Belgrano
Jueves,17,Robo (con violencia),,Saavedra
Jueves,16,Robo (con violencia),Arma de fuego,Vélez Sársfield
Jueves,8,Robo (con violencia),,Belgrano
Jueves,19,Robo (con violencia),,Retiro
Miércoles,21,Robo (con violencia),,Parque Patricios
Jueves,17,Robo (con violencia),Arma de fuego,Villa Devoto
Jueves,7,Robo (con violencia),,Barracas
Jueves,2,Robo (con violencia),,Palermo
Jueves,16,Robo (con violencia),,Flores
Jueves,17,Hurto (sin violencia),,Recoleta
Jueves,17,Hurto (sin violencia),,Palermo
Jueves,14,Hurto (sin violencia),,Recoleta
Jueves,7,Hurto (sin violencia),,Balvanera
Jueves,7,Robo (con violencia),,Belgrano
Jueves,14,Robo (con violencia),,San Cristóbal
Jueves,16,Robo (con violencia),,Caballito
Miércoles,15,Hurto (sin violencia),,Caballito
Jueves,7,Hurto (sin violencia),,Almagro
Jueves,12,Robo (con violencia),,Belgrano
Jueves,16,Hurto (sin violencia),,Villa Luro
Jueves,18,Hurto (sin violencia),,Palermo
Jueves,17,Robo (con violencia),,Palermo
Jueves,16,Hurto (sin violencia),,Villa Crespo
Jueves,18,Robo (con violencia),Arma de fuego,Recoleta
Jueves,11,Hurto (sin violencia),,Palermo
Miércoles,19,Robo (con violencia),,Boedo
Jueves,18,Robo (con violencia),,Villa Crespo
Jueves,17,Hurto (sin violencia),,Belgrano
Jueves,17,Robo (con violencia),,Belgrano
Miércoles,22,Robo (con violencia),,Barracas
Jueves,18,Robo (con violencia),,San Telmo
Martes,17,Robo (con violencia),,Villa Pueyrredón
Jueves,17,Robo (con violencia),,Belgrano
Jueves,19,Hurto (sin violencia),,Barracas
Sábado,12,Robo (con violencia),,Almagro
Jueves,18,Robo (con violencia),,Belgrano
Jueves,16,Robo (con violencia),,Balvanera
Miércoles,19,Robo (con violencia),,Recoleta
Jueves,20,Robo (con violencia),,Nueva Pompeya
Jueves,19,Hurto (sin violencia),,Palermo
Jueves,20,Robo (con violencia),,Palermo
Jueves,19,Robo (con violencia),,Belgrano
Jueves,20,Robo (con violencia),,San Cristóbal
Lunes,20,Hurto (sin violencia),,Flores
Jueves,19,Hurto (sin violencia),,Palermo
Jueves,20,Hurto (sin violencia),,Almagro
Jueves,21,Hurto (sin violencia),,Colegiales
Jueves,18,Hurto (sin violencia),,Almagro
Jueves,13,Hurto (sin violencia),,Villa Lugano
Jueves,23,Hurto (sin violencia),,Boedo
Jueves,20,Robo (con violencia),Arma de fuego,Barracas
Miércoles,5,Hurto (sin violencia),,Nueva Pompeya
Jueves,20,Hurto (sin violencia),,San Telmo
Jueves,19,Robo (con violencia),,Villa Luro
Viernes,7,Robo (con violencia),,Liniers
Jueves,23,Robo (con violencia),,Parque Avellaneda
Jueves,22,Robo (con violencia),,Villa Lugano
Viernes,0,Robo (con violencia),,Villa Lugano
Jueves,20,Robo (con violencia),Arma cortante,Constitución
Viernes,1,Robo (con violencia),,Recoleta
Viernes,3,Robo (con violencia),Arma cortante,Balvanera
Viernes,7,Robo (con violencia),,Liniers
Lunes,2,Robo (con violencia),,Villa Santa Rita
Sábado,5,Robo (con violencia),,Parque Avellaneda
Jueves,15,Hurto (sin violencia),,Recoleta
Viernes,5,Robo (con violencia),Arma cortante,Villa Lugano
Miércoles,12,Robo (con violencia),,Boca
Jueves,7,Robo (con violencia),,Nueva Pompeya
Viernes,7,Hurto (sin violencia),,Palermo
Sábado,14,Robo (con violencia),,Barracas
Sábado,8,Robo (con violencia),,Recoleta
Jueves,14,Hurto (sin violencia),,Villa Crespo
Viernes,9,Hurto (sin violencia),,Villa Luro
Martes,14,Robo (con violencia),,San Telmo
Viernes,7,Hurto (sin violencia),,Villa Soldati
Viernes,11,Hurto (sin violencia),,Belgrano
Jueves,21,Hurto (sin violencia),,Nueva Pompeya
Martes,9,Robo (con violencia),,Versalles
Jueves,17,Hurto (sin violencia),,Mataderos
Jueves,21,Hurto (sin violencia),,Nueva Pompeya
Viernes,8,Hurto (sin violencia),,Palermo
Viernes,8,Hurto (sin violencia),,Balvanera
Jueves,16,Robo (con violencia),,Villa Santa Rita
Viernes,5,Hurto (sin violencia),,Parque Patricios
Viernes,10,Robo (con violencia),,Floresta
Viernes,8,Robo (con violencia),,Mataderos
Jueves,18,Robo (con violencia),,Villa Soldati
Viernes,3,Robo (con violencia),,Parque Avellaneda
Miércoles,20,Robo (con violencia),Arma de fuego,San Telmo
Viernes,8,Hurto (sin violencia),,Caballito
Lunes,20,Robo (con violencia),,Almagro
Viernes,9,Hurto (sin violencia),,Liniers
Viernes,7,Robo (con violencia),,Belgrano
Viernes,11,Robo (con violencia),,Flores
Miércoles,21,Robo (con violencia),Arma de fuego,Recoleta
Viernes,11,Robo (con violencia),,Villa Crespo
Viernes,11,Hurto (sin violencia),,Almagro
Viernes,7,Robo (con violencia),,Recoleta
Jueves,10,Robo (con violencia),,Villa Gral. Mitre
Jueves,21,Hurto (sin violencia),,Belgrano
Miércoles,15,Robo (con violencia),,Villa Lugano
Viernes,10,Robo (con violencia),Arma de fuego,Caballito
Viernes,3,Hurto (sin violencia),,Villa Pueyrredón
Sábado,19,Robo (con violencia),Arma de fuego,Recoleta
Jueves,13,Robo (con violencia),,Boca
Viernes,8,Robo (con violencia),,Villa Luro
Jueves,14,Hurto (sin violencia),,Recoleta
Viernes,13,Robo (con violencia),,Monserrat
Jueves,19,Hurto (sin violencia),,Recoleta
Miércoles,13,Hurto (sin violencia),,Caballito
Jueves,14,Robo (con violencia),,Belgrano
Viernes,12,Hurto (sin violencia),,Villa Crespo
Jueves,6,Robo (con violencia),,Flores
Jueves,12,Robo (con violencia),,Caballito
Viernes,11,Robo (con violencia),,Villa Urquiza
Viernes,15,Hurto (sin violencia),,Recoleta
Jueves,18,Robo (con violencia),,Parque Patricios
Miércoles,20,Hurto (sin violencia),,Villa Real
Miércoles,18,Robo (con violencia),,Villa Soldati
Viernes,12,Robo (con violencia),,Caballito
Viernes,9,Hurto (sin violencia),,Flores
Viernes,15,Robo (con violencia),,Belgrano
Viernes,8,Hurto (sin violencia),,Balvanera
Viernes,12,Robo (con violencia),Arma de fuego,Parque Avellaneda
Viernes,14,Robo (con violencia),,Villa Real
Viernes,16,Hurto (sin violencia),,Villa Crespo
Domingo,8,Robo (con violencia),,Palermo
Viernes,15,Hurto (sin violencia),,Liniers
Martes,9,Robo (con violencia),,Belgrano
Viernes,16,Hurto (sin violencia),,Parque Chacabuco
Viernes,17,Robo (con violencia),,Palermo
Viernes,13,Hurto (sin violencia),,Balvanera
Jueves,8,Hurto (sin violencia),,Villa Urquiza
Jueves,17,Hurto (sin violencia),,Constitución
Viernes,8,Hurto (sin violencia),,Boedo
Lunes,19,Hurto (sin violencia),,Palermo
Viernes,17,Hurto (sin violencia),,Palermo
Miércoles,18,Robo (con violencia),Arma de fuego,Belgrano
Jueves,12,Robo (con violencia),,Palermo
Viernes,17,Hurto (sin violencia),,Belgrano
Miércoles,18,Robo (con violencia),,Palermo
Jueves,12,Robo (con violencia),Arma cortante,Floresta
Viernes,9,Robo (con violencia),,Nuñez
Viernes,18,Hurto (sin violencia),,Nueva Pompeya
Viernes,5,Hurto (sin violencia),,Colegiales
Miércoles,11,Robo (con violencia),Arma cortante,Flores
Jueves,20,Hurto (sin violencia),,Palermo
Miércoles,19,Robo (con violencia),,Mataderos
Viernes,17,Robo (con violencia),,Villa Soldati
Viernes,15,Hurto (sin violencia),,Flores
Viernes,8,Hurto (sin violencia),,Nueva Pompeya
Viernes,19,Robo (con violencia),Arma cortante,Parque Patricios
Viernes,19,Hurto (sin violencia),,Villa Crespo
Viernes,18,Robo (con violencia),Arma de fuego,Parque Chacabuco
Jueves,13,Robo (con violencia),,Balvanera
Viernes,18,Hurto (sin violencia),,Belgrano
Viernes,19,Hurto (sin violencia),,Constitución
Viernes,15,Robo (con violencia),Arma de fuego,Villa Lugano
Viernes,18,Hurto (sin violencia),,Villa Crespo
Viernes,20,Robo (con violencia),Arma de fuego,Saavedra
Lunes,5,Hurto (sin violencia),,Villa Del Parque
Sábado,20,Hurto (sin violencia),,Mataderos
Viernes,20,Robo (con violencia),,Constitución
Viernes,14,Hurto (sin violencia),,Villa Soldati
Viernes,19,Hurto (sin violencia),,Boedo
Martes,20,Robo (con violencia),,Caballito
Viernes,1,Robo (con violencia),,Balvanera
Viernes,19,Robo (con violencia),Arma cortante,Flores
Viernes,20,Robo (con violencia),,Recoleta
Viernes,21,Robo (con violencia),Arma de fuego,Almagro
Viernes,20,Robo (con violencia),,Recoleta
Viernes,20,Robo (con violencia),,Flores
Viernes,20,Robo (con violencia),Arma cortante,Almagro
Viernes,16,Robo (con violencia),Arma de fuego,Parque Avellaneda
Viernes,20,Robo (con violencia),Arma cortante,Recoleta
Viernes,21,Robo (con violencia),,Monserrat
Viernes,21,Robo (con violencia),,Villa Crespo
Viernes,21,Robo (con violencia),Arma de fuego,Boedo
Viernes,19,Robo (con violencia),,San Nicolás
Viernes,21,Robo (con violencia),,Retiro
Viernes,23,Robo (con violencia),,Parque Avellaneda
Sábado,2,Robo (con violencia),,Parque Avellaneda
Miércoles,19,Robo (con violencia),,Mataderos
Sábado,4,Robo (con violencia),Arma cortante,Balvanera
Sábado,5,Robo (con violencia),,Balvanera
Sábado,6,Robo (con violencia),Arma cortante,San Cristóbal
Sábado,6,Robo (con violencia),Arma de fuego,Flores
Sábado,6,Hurto (sin violencia),,Almagro
Sábado,6,Robo (con violencia),Arma de fuego,Barracas
Viernes,18,Robo (con violencia),,Belgrano
Sábado,8,Hurto (sin violencia),,Floresta
Domingo,21,Robo (con violencia),,Barracas
Sábado,7,Robo (con violencia),,Villa Ortuzar
Sábado,8,Hurto (sin violencia),,Agronomía
Viernes,8,Robo (con violencia),,Parque Chacabuco
Sábado,8,Robo (con violencia),,Coghlan
Sábado,9,Robo (con violencia),,Villa Luro
Sábado,10,Robo (con violencia),,Villa Real
Sábado,10,Robo (con violencia),Arma cortante,Almagro
Viernes,13,Hurto (sin violencia),,San Telmo
Sábado,8,Robo (con violencia),,Balvanera
Sábado,1,Robo (con violencia),Arma de fuego,Mataderos
Sábado,11,Robo (con violencia),,Palermo
Viernes,16,Robo (con violencia),,Palermo
Viernes,14,Robo (con violencia),,Villa Lugano
Martes,21,Robo (con violencia),,Parque Chas
Sábado,10,Hurto (sin violencia),,Villa Crespo
Viernes,17,Hurto (sin violencia),,Belgrano
Viernes,11,Robo (con violencia),,Almagro
Sábado,11,Hurto (sin violencia),,Almagro
Sábado,3,Robo (con violencia),,Villa Luro
Sábado,9,Hurto (sin violencia),,Balvanera
Jueves,19,Hurto (sin violencia),,San Telmo
Jueves,18,Robo (con violencia),,Villa Crespo
Sábado,13,Robo (con violencia),,Palermo
Sábado,12,Hurto (sin violencia),,Recoleta
Sábado,10,Hurto (sin violencia),,Villa Del Parque
Sábado,13,Robo (con violencia),Arma de fuego,Villa Santa Rita
Viernes,19,Robo (con violencia),,Boedo
Sábado,6,Robo (con violencia),,Boedo
Sábado,1,Robo (con violencia),,Boca
Sábado,8,Hurto (sin violencia),,Barracas
Viernes,16,Hurto (sin violencia),,Nuñez
Viernes,19,Robo (con violencia),,Recoleta
Sábado,13,Robo (con violencia),,Palermo
Sábado,12,Hurto (sin violencia),,Caballito
Sábado,13,Hurto (sin violencia),,Villa Crespo
Sábado,13,Hurto (sin violencia),,Floresta
Viernes,17,Hurto (sin violencia),,Balvanera
Viernes,1,Hurto (sin violencia),,Constitución
Sábado,0,Hurto (sin violencia),,Parque Chas
Sábado,11,Robo (con violencia),Arma cortante,Boca
Sábado,3,Robo (con violencia),Arma de fuego,Barracas
Sábado,14,Robo (con violencia),Arma de fuego,Nueva Pompeya
Sábado,13,Robo (con violencia),,Almagro
Sábado,11,Hurto (sin violencia),,Villa Lugano
Sábado,15,Robo (con violencia),Arma de fuego,Villa Riachuelo
Sábado,13,Hurto (sin violencia),,Balvanera
Martes,21,Robo (con violencia),,Villa Santa Rita
Sábado,13,Hurto (sin violencia),,Balvanera
Sábado,15,Hurto (sin violencia),,Balvanera
Sábado,15,Hurto (sin violencia),,Parque Avellaneda
Sábado,16,Robo (con violencia),Arma de fuego,Villa Soldati
Sábado,15,Hurto (sin violencia),,Palermo
Sábado,13,Hurto (sin violencia),,Almagro
Sábado,16,Hurto (sin violencia),,Versalles
Viernes,7,Hurto (sin violencia),,Flores
Jueves,15,Robo (con violencia),Arma de fuego,Nueva Pompeya
Sábado,16,Hurto (sin violencia),,Villa Lugano
Sábado,15,Robo (con violencia),Arma de fuego,Liniers
Sábado,16,Robo (con violencia),,Boca
Sábado,7,Robo (con violencia),Arma de fuego,Villa Lugano
Sábado,12,Hurto (sin violencia),,Parque Chacabuco
Sábado,16,Robo (con violencia),,Caballito
Viernes,20,Robo (con violencia),,Retiro
Sábado,8,Hurto (sin violencia),,Barracas
Sábado,17,Robo (con violencia),,Palermo
Sábado,17,Robo (con violencia),,Belgrano
Sábado,18,Hurto (sin violencia),,Palermo
Sábado,16,Hurto (sin violencia),,Villa Luro
Sábado,17,Hurto (sin violencia),,Villa Santa Rita
Sábado,18,Hurto (sin violencia),,Almagro
Sábado,15,Hurto (sin violencia),,Chacarita
Sábado,18,Hurto (sin violencia),,Villa Devoto
Sábado,14,Robo (con violencia),,Recoleta
Sábado,15,Robo (con violencia),,Balvanera
Sábado,18,Robo (con violencia),Arma cortante,Recoleta
Sábado,18,Robo (con violencia),,Almagro
Sábado,20,Robo (con violencia),,Recoleta
Sábado,19,Hurto (sin violencia),,Liniers
Sábado,14,Hurto (sin violencia),,Constitución
